No.;NIT;RAZON SOCIAL;SUPERVISOR;REGIÓN;DEPARTAMENTO DOMICILIO;CIUDAD DOMICILIO;CIIU;MACROSECTOR;"INGRESOS OPERACIONALES
2018*";GANANCIA (PERDIDA) 2018;TOTAL ACTIVOS 2018;TOTAL PASIVOS 2018;TOTAL PATRIMONIO 2018;"INGRESOS OPERACIONALES
2017*";GANANCIA (PERDIDA) 2017;TOTAL ACTIVOS 2017;TOTAL PASIVOS 2017;TOTAL PATRIMONIO 2017;GRUPO EN NIIF
1;899,999,068;ECOPETROL S.A;SUPERFINANCIERA;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;B0610 - Extracción de petróleo crudo;MINERO-HIDROCARBUROS;62,579,849,000;11,556,405,000;113,761,823,000;56,548,216,000;57,213,607,000;49,687,082,000;6,620,412,000;107,549,026,000;59,650,395,000;47,898,631,000;NIIF PLENAS-GRUPO 1
2;830,095,213;ORGANIZACIÓN TERPEL S.A.;SUPERFINANCIERA;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;G4661 - Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos;COMERCIO;14,879,440,281;133,741,350;5,488,095,686;3,525,498,461;1,962,597,225;12,493,256,560;195,281,207;3,863,475,148;2,186,212,118;1,677,263,030;NIIF PLENAS-GRUPO 1
3;900,112,515;REFINERIA DE CARTAGENA S.A.S.;SUPERSOCIEDADES;Costa Atlántica;BOLIVAR;CARTAGENA-BOLIVAR;C1921 - Fabricación de productos de la refinación del petróleo;MANUFACTURA;12,919,431,000;-802,449,716;27,881,794,581;9,121,543,502;18,760,251,079;9,150,339,475;48,094,664;26,779,627,629;8,612,363,110;18,167,264,519;NIIF PLENAS-GRUPO 1
4;890,900,608;ALMACENES EXITO S A;SUPERFINANCIERA;Antioquia;ANTIOQUIA;ENVIGADO-ANTIOQUIA;G4711 - Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas o tabaco;COMERCIO;11,444,486,000;279,403,000;15,663,349,000;8,013,609,000;7,649,740,000;11,250,922,000;217,713,000;15,962,702,000;8,123,134,000;7,839,568,000;NIIF PLENAS-GRUPO 1
5;890,904,996;EMPRESAS PÚBLICAS DE MEDELLÍN ESP;SUPERSERVICIOS;Antioquia;ANTIOQUIA;MEDELLIN-ANTIOQUIA;D3513- Dsitribución de energía electrica;SERVICIOS;8,966,811,000;2,344,822,000;45,595,544,000;22,990,219,000;22,605,325,000;7,927,149,000;2,188,189,000;39,580,960,000;18,082,979,000;21,497,981,000;NIIF PLENAS-GRUPO 1
6;890,100,577;AEROVIAS DEL CONTINENTE AMERICANO S.A. - AVIANCA S.A.;SUPERFINANCIERA;Costa Atlántica;ATLANTICO;BARRANQUILLA-ATLANTICO;H5111 - Transporte aereo nacional de pasajeros;SERVICIOS;8,747,168,806;268,776,958;17,041,050,558;15,112,916,822;1,928,133,736;7,702,201,203;49,053,417;14,325,211,160;12,682,959,730;1,642,251,430;NIIF PLENAS-GRUPO 1
7;800,153,993;COMUNICACIÓN CELULAR S.A.;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;J6120 - Actividades de telecomunicaciones inalámbricas;SERVICIOS;8,665,791,456;1,042,348,556;14,995,953,079;8,965,121,564;6,030,831,515;8,438,045,879;-1,070,240,411;12,849,498,120;8,044,303,638;4,805,194,482;NIIF PLENAS-GRUPO 1
8;900,156,264;NUEVA EPS S.A.;SUPERSALUD;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;O8430- Actividades de planes de seguridad social de afiliacion obligatoria;SERVICIOS;7,014,036,645.61;79,606,005.49;3,520,168,342.59;3,258,089,409.69;262,078,932.9;5,948,906,066.85;-93,419,634.6;2,810,740,723.68;2,650,298,149.28;160,442,574.41;NIIF PYMES-GRUPO 2
9;900,531,210;Cenit Transporte y Logística de Hidrocarburos S.A.S.;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;H4930 - Transporte por tuberías;SERVICIOS;6,715,702,915;3,575,752,687;16,664,862,257;1,776,964,635;14,887,897,622;5,780,339,354;2,986,273,830;15,514,533,239;1,441,865,091;14,072,668,148;NIIF PLENAS-GRUPO 1
10;890,107,487;SUPERTIENDAS Y DROGUERIAS OLIMPICA S.A;SUPERSOCIEDADES;Costa Atlántica;ATLANTICO;BARRANQUILLA-ATLANTICO;G4711 - Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas o tabaco;COMERCIO;6,158,207,111;82,594,694;3,992,450,101;2,646,443,658;1,346,006,443;5,817,994,063;122,963,097;3,809,263,758;2,416,481,673;1,392,782,085;NIIF PLENAS-GRUPO 1
11;800,021,308;DRUMMOND LTD;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;B0510 - Extracción de hulla (carbón de piedra);MINERO-HIDROCARBUROS;6,073,369,367;290,939,104;8,333,006,622;2,790,031,022;5,542,975,600;5,561,593,850;68,011,719;7,931,239,677;2,680,487,953;5,250,751,724;NIIF PLENAS-GRUPO 1
12;860,005,224;Bavaria S.A.;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;C1103 - Producción de malta, elaboración de cervezas y otras bebidas malteadas;MANUFACTURA;5,947,893,316;2,445,403,377;9,440,577,820;5,849,861,026;3,590,716,794;5,960,451,573;1,843,451,021;9,746,982,288;3,583,837,302;6,163,144,986;NIIF PLENAS-GRUPO 1
13;860,002,554;PRIMAX COLOMBIA S.A;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;G4661 - Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos;COMERCIO;5,906,508,047;126,069,745;1,384,963,175;1,009,942,475;375,020,700;5,462,496,766;26,120,910;1,172,264,515;919,871,559;252,392,956;NIIF PLENAS-GRUPO 1
14;890,900,943;Colombiana de comercio S.A.;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;G4719 - Comercio al por menor en establecimientos no especializados, con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general), bebidas y tabaco;COMERCIO;5,773,518,009;190,841,884;3,166,454,185;1,456,830,276;1,709,623,909;5,177,286,721;143,889,015;2,950,818,654;1,302,889,809;1,647,928,845;NIIF PLENAS-GRUPO 1
15;860,069,804;CARBONES DEL CERREJON LIMITED;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;B0510 - Extracción de hulla (carbón de piedra);MINERO-HIDROCARBUROS;5,225,686,577;968,597,017;6,957,642,897;2,900,075,201;4,057,567,696;5,033,674,872;1,068,701,203;6,653,270,260;2,927,218,970;3,726,051,290;NIIF PLENAS-GRUPO 1
16;830,037,248;CODENSA S.A. E.S.P.;SUPERSERVICIOS;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;D3514 - Comercializacion de energia electrica;SERVICIOS;5,059,808,668;608,640,849;6,824,665,149;4,056,827,795;2,767,837,354;4,541,571,778;623,485,951;6,184,185,749;3,535,367,044;2,648,818,705;NIIF PLENAS-GRUPO 1
17;900,818,921;KOPPS COMMERCIAL S A S;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;G4632 - Comercio al por mayor de bebidas y tabaco;COMERCIO;4,680,238,004;194,345,714;2,808,783,241;2,511,406,497;297,376,744;95,576,064;30,386,116;122,757,992;19,726,962;103,031,030;NIIF PYMES-GRUPO 2
18;900,585,067;C.I. TRAFIGURA PETROLEUM COLOMBIA SAS;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;G4661 - Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos;COMERCIO;4,624,910,164;3,827,980;467,607,695;449,930,622;17,677,073;2,382,184,106;719,330;494,773,997;482,406,219;12,367,778;NIIF PYMES-GRUPO 2
19;901,097,473;MEDIMAS EPS SAS;SUPERSALUD;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;O8430- Actividades de planes de seguridad social de afiliacion obligatoria;SERVICIOS;4,252,498,787.92;-699,359,291.31;1,875,886,052.46;2,037,168,794.75;-161,282,742.29;1,738,396,946.34;38,144,067.85;2,253,046,485.57;2,196,231,536.55;56,814,949.02;NIIF PYMES-GRUPO 2
20;800,251,163;OLEODUCTO CENTRAL SA;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;H4930 - Transporte por tuberías;SERVICIOS;4,149,457,304;1,988,938,305;6,550,709,498;2,677,087,505;3,873,621,993;4,062,729,821;1,763,668,340;5,424,875,246;2,044,297,857;3,380,577,389;NIIF PLENAS-GRUPO 1
21;800,088,702;EPS  SURA;SUPERSALUD;Antioquia;ANTIOQUIA;MEDELLIN;O8430- Actividades de planes de seguridad social de afiliacion obligatoria;SERVICIOS;3,939,304,579.97;59,486,352.63;931,602,834.75;671,199,311.42;260,403,523.33;3,262,781,735.08;40,823,915.19;721,512,723.71;523,867,610.89;197,645,112.82;NIIF PLENAS-GRUPO 1
22;900,276,962;KOBA COLOMBIA SAS;SUPERSOCIEDADES;Bogotá - Cundinamarca;CUNDINAMARCA;TOCANCIPA-CUNDINAMARCA;G4711 - Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas o tabaco;COMERCIO;3,811,484,857;-25,111,595;722,379,883;799,380,037;-77,000,154;3,124,608,046;-69,265,664;648,223,159;700,056,139;-51,832,980;NIIF PLENAS-GRUPO 1
23;900,155,107;Cencosud Colombia S.A;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;G4711 - Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas o tabaco;COMERCIO;3,772,463,923;-109,706,088;6,256,674,395;1,747,187,356;4,509,487,039;3,839,177,352;-52,822,867;6,272,267,825;1,653,074,698;4,619,193,127;NIIF PLENAS-GRUPO 1
24;830,053,800;TELMEX COLOMBIA S.A.;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;G4690 - Comercio al por mayor no especializado;COMERCIO;3,753,099,408;360,902,243;5,593,999,692;1,227,746,170;4,366,253,522;3,421,914,122;314,450,641;4,981,734,070;1,155,679,587;3,826,054,483;NIIF PLENAS-GRUPO 1
25;860,063,875;EMGESA S.A. E.S.P.;SUPERSERVICIOS;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;D3511 - Generación de energia electrica;SERVICIOS;3,718,448,908;1,020,338,048;9,249,963,440;5,010,715,434;4,239,248,006;3,425,080,901;887,055,685;9,028,370,393;5,180,084,093;3,848,286,300;NIIF PLENAS-GRUPO 1
26;800,242,106;SODIMAC COLOMBIA SA;SUPERFINANCIERA;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;G4774 - Comercio al por menor de otros productos nuevos en establecimientos especializados;COMERCIO;3,622,711,680;177,837,043;2,493,870,730;1,301,606,012;1,192,264,718;3,457,047,231;174,246,833;2,283,095,225;1,115,436,850;1,167,658,375;NIIF PLENAS-GRUPO 1
27;900,268,747;PAREX RESOURCES COLOMBIA LTD. Sucursal;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;B0610 - Extracción de petróleo crudo;MINERO-HIDROCARBUROS;3,612,873,299;1,766,691,281;4,235,538,350;1,528,181,149;2,707,357,201;1,591,411,711;301,333,300;1,834,349,240;597,488,013;1,236,861,227;NIIF PLENAS-GRUPO 1
28;860,005,223;CHEVRON PETROLEUM COMPANY;SUPERFINANCIERA;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;G4661 - Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos;COMERCIO;3,596,391,000;144,536,000;1,299,100,000;1,102,361,000;196,739,000;3,297,938,000;156,011,000;1,260,108,000;1,107,002,000;153,106,000;NIIF PLENAS-GRUPO 1
29;830,126,302;FRONTERA ENERGY COLOMBIA CORP., SUCURSAL COLOMBIA;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;B0610 - Extracción de petróleo crudo;MINERO-HIDROCARBUROS;3,489,742,062;22,250,091;4,570,445,536;2,288,225,796;2,282,219,740;3,481,533,124;-491,684,486;4,751,646,259;1,901,660,142;2,849,986,117;NIIF PLENAS-GRUPO 1
30;860,041,312;C.I. PRODECO S.A.;SUPERSOCIEDADES;Costa Atlántica;ATLANTICO;BARRANQUILLA-ATLANTICO;B0510 - Extracción de hulla (carbón de piedra);MINERO-HIDROCARBUROS;3,434,029,699;-81,603,010;4,089,093,226;2,624,299,292;1,464,793,934;3,689,025,228;236,154,199;3,647,635,183;2,203,531,884;1,444,103,299;NIIF PLENAS-GRUPO 1
31;800,251,440;E.P.S. SANITAS S.A.;SUPERSALUD;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;O8430- Actividades de planes de seguridad social de afiliacion obligatoria;SERVICIOS;3,390,854,376.36;31,261,431.03;1,245,879,311.06;1,031,761,504.28;214,117,806.78;2,683,848,828.56;-33,000,478.1;889,561,444.32;738,703,361.64;150,858,082.68;NIIF PLENAS-GRUPO 1
32;800,216,181;GRUPO AVAL ACCIONES Y VALORES S A;SUPERFINANCIERA;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;G4799 - Otros tipos de comercio al por menos no realizado en establecimientos puestos de venta o mercados;COMERCIO;3,150,418,000;2,887,749,000;20,282,237,000;2,060,596,000;18,221,641,000;2,274,822,000;2,001,178,000;18,933,486,000;2,094,993,000;16,838,493,000;NIIF PLENAS-GRUPO 1
33;900,061,554;GESTORA ADMINEGOCIOS Y CIA S EN C;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;M7010 - Actividades de administración empresarial;SERVICIOS;3,075,885,901;3,041,816,259;6,052,109,005;2,330,238,419;3,721,870,586;268,942,108;268,917,898;7,882,066,066;99,673;7,881,966,393;NIIF PLENAS-GRUPO 1
34;805,000,427;COOMEVA EPS SA;SUPERSALUD;Costa Pacífica;VALLE;CALI-VALLE;O8430- Actividades de planes de seguridad social de afiliacion obligatoria;SERVICIOS;2,984,184,412.97;8,471,593.9;1,645,342,128.71;2,078,876,384.73;-433,534,256.02;3,295,650,390.15;-797,799,744.79;1,540,804,170.88;2,036,473,923.73;-495,669,752.85;NIIF PLENAS-GRUPO 1
35;800,130,907;SALUD TOTAL S.A. EPS;SUPERSALUD;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;O8430- Actividades de planes de seguridad social de afiliacion obligatoria;SERVICIOS;2,723,900,586.85;50,670,242.12;1,066,935,325.84;867,828,025.02;199,107,300.82;2,264,357,157.16;85,798,836.85;830,456,122.29;665,822,026.32;164,634,095.97;NIIF PYMES-GRUPO 2
36;811,000,740;ISAGEN SA ESP;SUPERSERVICIOS;Antioquia;ANTIOQUIA;MEDELLIN-ANTIOQUIA;D3511 - Generación de energia electrica;SERVICIOS;2,675,910,000;454,169,000;18,989,502,000;13,077,940,000;5,911,562,000;2,366,515,000;353,007,000;19,244,256,000;13,758,985,000;5,485,271,000;NIIF PLENAS-GRUPO 1
37;860,025,792;SOCIEDAD DE FABRICACION DE AUTOMOTORES SAS;SUPERSOCIEDADES;Antioquia;ANTIOQUIA;ENVIGADO-ANTIOQUIA;C2910 - Fabricación de vehículos automotores y sus motores;MANUFACTURA;2,655,492,403;58,278,332;821,243,192;639,116,279;182,126,913;2,714,932,282;121,217,294;743,804,794;561,757,402;182,047,392;NIIF PLENAS-GRUPO 1
38;830,028,931;Samsung Electronics Colombia S.A.;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;G4652 - Comercio al por mayor de equipo, partes y piezas electrónicos y de telecomunicaciones;COMERCIO;2,636,602,189;13,326,552;1,345,500,621;1,198,714,770;146,785,851;2,768,734,004;17,059,308;1,172,010,423;1,038,551,124;133,459,299;NIIF PLENAS-GRUPO 1
39;830,078,038;CERREJON ZONA NORTE S.A.;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;B0510 - Extracción de hulla (carbón de piedra);MINERO-HIDROCARBUROS;2,598,663,471;512,853,825;4,220,730,380;1,597,679,334;2,623,051,046;2,530,965,808;483,783,692;3,548,641,185;1,239,841,596;2,308,799,589;NIIF PLENAS-GRUPO 1
40;860,002,304;General Motors Colmotores S.A;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;C2910 - Fabricación de vehículos automotores y sus motores;MANUFACTURA;2,585,957,735;81,748,976;1,264,482,872;861,453,540;403,029,332;2,243,125,518;-77,924,454;1,061,522,462;721,763,980;339,758,482;NIIF PLENAS-GRUPO 1
41;900,092,385;UNE EPM TELECOMUNICACIONES  S.A.;SUPERSERVICIOS;Antioquia;ANTIOQUIA;MEDELLIN-ANTIOQUIA;J6110 - Actividades de telecomunicaciones alámbricas;SERVICIOS;2,540,501,000;-31,177,000;5,173,640,000;3,281,999,000;1,891,641,000;2,512,048,000;-10,554,000;5,270,456,000;3,252,516,000;2,017,940,000;NIIF PLENAS-GRUPO 1
42;860,066,942;COMPENSAR;SUPERSALUD;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;M7010- Actividades de administración empresarial;SERVICIOS;2,521,778,649.24;23,680,434.68;1,173,799,210.91;603,872,914.31;569,926,296.6;2,160,017,315.31;201,462,884.34;905,732,626.1;479,034,100.94;426,698,525.16;NIIF PLENAS-GRUPO 1
43;830,136,799;BIOCOMBUSTIBLES S.A. - BIOMAX;SUPERFINANCIERA;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;G4661 - Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos;COMERCIO;2,407,436,665;67,875,223;709,655,278;431,234,930;278,420,348;2,265,623,033;46,224,035;681,412,409;415,758,666;265,653,743;NIIF PLENAS-GRUPO 1
44;830,003,564;FAMISANAR  LTDA.  CAFAM - COLSUBSIDIO E.P.S.;SUPERSALUD;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;O8430- Actividades de planes de seguridad social de afiliacion obligatoria;SERVICIOS;2,345,554,517.16;-12,095,094.97;877,388,656.75;981,581,889.17;-104,193,232.41;1,981,357,025.48;-160,748,920.15;762,465,893.19;763,193,813.35;-727,920.15;NIIF PYMES-GRUPO 2
45;800,007,813;GAS NATURAL S.A. E.S.P.;SUPERSERVICIOS;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;"D3520 - Producción de gas; distribución de combustibles gaseosos por tuberías";SERVICIOS;2,333,251,895;228,080,145;1,283,759,876;749,322,087;534,437,789;2,348,560,584;235,780,781;1,311,674,412;764,004,639;547,669,773;NIIF PLENAS-GRUPO 1
46;800,059,470;POLIPROPILENO DEL CARIBE S.A.;SUPERSOCIEDADES;Costa Atlántica;BOLIVAR;CARTAGENA-BOLIVAR;C2013 - Fabricación de plásticos en formas primarias;MANUFACTURA;2,329,130,306;158,323,546;2,023,509,798;406,658,414;1,616,851,384;2,003,246,804;160,536,152;1,926,012,012;405,866,107;1,520,145,905;NIIF PLENAS-GRUPO 1
47;900,480,569;JERONIM MARTINS COLOMBIA;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;G4711 - Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas o tabaco;COMERCIO;2,259,151,269;-384,600,460;1,646,322,370;1,578,292,386;68,029,984;1,438,883,069;-346,370,368;1,273,103,474;1,089,548,827;183,554,647;NIIF PLENAS-GRUPO 1
48;830,114,921;Colombia Movil S.A. E.S.P.;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;J6120 - Actividades de telecomunicaciones inalámbricas;SERVICIOS;2,151,530,485;-22,483,321;2,284,808,224;2,011,997,027;272,811,197;2,172,613,892;88,619,500;2,339,400,225;2,004,123,233;335,276,992;NIIF PLENAS-GRUPO 1
49;860,016,610;INTERCONEXION ELECTRICA S.A. E.S.P. (ISA);SUPERSERVICIOS;Antioquia;ANTIOQUIA;MEDELLIN-ANTIOQUIA;D3512 - Transmision d energia electrica;SERVICIOS;2,041,138,000;1,529,155,000;18,104,123,000;6,210,883,000;11,893,240,000;2,021,582,000;1,442,708,000;16,726,509,000;5,750,381,000;10,976,128,000;NIIF PLENAS-GRUPO 1
50;900,473,830;GUNVOR COLOMBIA CI SAS;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;G4661 - Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos;COMERCIO;2,039,635,076;2,886,353;164,354,785;160,614,564;3,740,221;1,282,631,784;453,238;244,135,123;243,155,774;979,349;NIIF PYMES-GRUPO 2
51;816,001,182;AUDIFARMA SA;SUPERSOCIEDADES;Eje Cafetero;RISARALDA;PEREIRA-RISARALDA;G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador;COMERCIO;2,038,983,194;11,522,593;1,449,498,022;1,209,012,689;240,485,333;1,711,203,184;55,311,352;1,147,026,094;918,672,812;228,353,282;NIIF PLENAS-GRUPO 1
52;899,999,082;GRUPO ENERGIA BOGOTA S.A. E.S.P.;SUPERSERVICIOS;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;D3512 - Transmision d energia electrica;SERVICIOS;2,033,704,000;1,703,693,000;17,037,219,000;4,480,769,000;12,556,450,000;1,854,310,000;1,500,121,000;15,921,655,000;4,341,187,000;11,580,468,000;NIIF PLENAS-GRUPO 1
53;890,100,251;CEMENTOS ARGOS S.A;SUPERFINANCIERA;Costa Atlántica;ATLANTICO;BARRANQUILLA-ATLANTICO;C2394 - Fabricación de cemento, cal y yeso;MANUFACTURA;1,986,339,000;178,506,000;13,799,209,000;5,341,070,000;8,458,139,000;1,714,044,000;-10,807,000;13,373,883,000;5,036,635,000;8,337,248,000;NIIF PLENAS-GRUPO 1
54;860,074,450;QUALA SA;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;C1089 - Elaboración de otros productos alimenticios n.c.p.;MANUFACTURA;1,892,268,732;634,613,734;1,071,323,989;304,499,050;766,824,939;2,394,212,166;639,475,402;1,521,837,930;328,755,544;1,193,082,386;NIIF PLENAS-GRUPO 1
55;900,017,447;FALABELLA DE COLOMBIA S.A.;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;G4719 - Comercio al por menor en establecimientos no especializados, con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general), bebidas y tabaco;COMERCIO;1,882,300,829;15,200,709;1,038,433,329;670,638,736;367,794,593;1,649,847,477;-21,422,374;1,095,382,815;802,826,863;292,555,952;NIIF PLENAS-GRUPO 1
56;811,009,788;DISTRACOM S.A.;SUPERSOCIEDADES;Antioquia;ANTIOQUIA;MEDELLIN-ANTIOQUIA;G4731 - Comercio al por menor de combustible para automotores;COMERCIO;1,851,017,938;38,095,368;947,251,651;390,395,319;556,856,332;1,646,737,079;28,261,373;798,999,187;361,047,799;437,951,388;NIIF PLENAS-GRUPO 1
57;814,000,337;EMSSANAR ESS;SUPERSALUD;Costa Pacífica;NARIÑO;PASTO;Q8699- Otras actividades de atencion de la salud humana;SERVICIOS;1,804,994,430.5;-71,361,122.45;429,134,710.03;850,121,358.68;-420,986,648.65;1,687,585,895.29;-365,211,593.42;402,172,960.83;751,829,154.43;-349,656,193.6;NIIF PYMES-GRUPO 2
58;860,025,900;ALPINA PRODUCTOS ALIMENTICIOS S A;SUPERFINANCIERA;Bogotá - Cundinamarca;CUNDINAMARCA;SOPO-CUNDINAMARCA;C1040 - Elaboración de productos lácteos;MANUFACTURA;1,797,323,048;85,630,850;1,078,945,269;914,535,713;164,409,556;1,795,762,249;81,155,678;1,019,465,407;874,681,603;144,783,804;NIIF PLENAS-GRUPO 1
59;890,903,939;POSTOBON SA;SUPERSOCIEDADES;Antioquia;ANTIOQUIA;MEDELLIN-ANTIOQUIA;C1104 - Elaboración de bebidas no alcohólicas, producción de aguas minerales y de otras aguas embotelladas;MANUFACTURA;1,750,382,430;67,190,567;3,410,220,662;1,318,000,273;2,092,220,389;1,625,015,692;78,659,465;3,167,796,647;1,141,951,978;2,025,844,669;NIIF PLENAS-GRUPO 1
60;900,226,715;COOSALUD S.A;SUPERSALUD;Costa Atlántica;BOLIVAR;CARTAGENA-BOLIVAR;O8430- Actividades de planes de seguridad social de afiliacion obligatoria;SERVICIOS;1,745,962,935.57;2,637,683.12;697,942,017.55;629,705,236.67;68,236,780.88;251,938,023.4;2,235,499.07;366,019,129.99;331,480,606.63;34,538,523.36;NIIF PYMES-GRUPO 2
61;860,516,431;GRAN TIERRA ENERGY COLOMBIA LTD;SUPERSOCIEDADES;Bogotá - Cundinamarca;BOGOTA D.C.;BOGOTA-D.C.-BOGOTA D.C.;B0610 - Extracción de petróleo crudo;MINERO-HIDROCARBUROS;1,745,876,000;186,825,000;3,493,114,000;661,254,000;2,831,860,000;1,179,439,000;158,172,000;3,114,754,000;492,263,000;2,622,491,000;NIIF PLENAS-GRUPO 1
62;890,901,271;CONTEGRAL S.A.S;SUPERSOCIEDADES;Antioquia;ANTIOQUIA;ENVIGADO-ANTIOQUIA;C1090 - Elaboración de alimentos preparados para animales;MANUFACTURA;1,740,281,490;77,553,970;1,178,258,473;607,134,957;571,123,516;1,667,811,116;84,458,105;1,081,514,094;570,461,122;511,052,972;NIIF PLENAS-GRUPO 1
63;890,304,130;ALIMENTOS CARNICOS S.A.S.;SUPERSOCIEDADES;Costa Pacífica;VALLE;YUMBO-VALLE;C1011 - Procesamiento y conservación de carne y productos cárnicos;MANUFACTURA;1,730,630,662;97,518,798;2,011,819,721;1,042,911,357;968,908,364;1,700,467,733;67,356,508;1,984,269,961;1,088,886,682;895,383,279;NIIF PLENAS-GRUPO 1
369;800,041,829;YOKOMOTOR S.A.;SUPERSOCIEDADES;Antioquia;ANTIOQUIA;MEDELLIN-ANTIOQUIA;G4511 - Comercio de vehículos automotores nuevos;COMERCIO;390,687,497;6,012,687;164,419,121;96,419,900;67,999,221;294,867,216;4,273,039;140,549,483;75,437,195;65,112,288;NIIF PYMES-GRUPO 2
