9.3,0.32,0.57,2.0,7.400.000.000.000.000,27.0,65.0,9.969,3.28,0.79,10.7,5
8.0,705,0.05,1.9,7.400.000.000.000.000,8.0,19.0,9.962,3.34,0.95,10.5,6
7.7,0.63,0.08,1.9,76,15.0,27.0,9.967,3.32,0.54,9.5,6
7.7,0.67,0.23,2.1,8.800.000.000.000.000,17.0,96.0,9.962,3.32,0.48,9.5,5
7.7,0.69,0.22,1.9,84,18.0,94.0,9.961,3.31,0.48,9.5,5
8.3,675,0.26,2.1,84,11.0,43.0,9.976,3.31,0.53,9.2,4
9.7,0.32,0.54,2.5,94,28.0,83.0,9.984,3.28,0.82,9.6,5
8.8,0.41,0.64,2.2,93,9.0,42.0,9.986,3.54,0.66,10.5,5
8.8,0.41,0.64,2.2,93,9.0,42.0,9.986,3.54,0.66,10.5,5
6.8,785,0.0,2.4,104,14.0,30.0,9.966,3.52,0.55,10.7,6
6.7,0.75,0.12,2.0,86,12.0,80.0,9.958,3.38,0.52,10.1,5
8.3,625,0.2,1.5,0.08,27.0,119.0,9.972,3.16,1.12,9.1,4
6.2,0.45,0.2,1.6,69,3.0,15.0,9.958,3.41,0.56,9.2,5
7.8,0.43,0.7,1.9,464,22.0,67.0,9.974,3.13,1.28,9.4,5
7.4,0.5,0.47,2.0,86,21.0,73.0,997,3.36,0.57,9.1,5
7.3,0.67,0.26,1.8,401,16.0,51.0,9.969,3.16,1.14,9.4,5
6.3,0.3,0.48,1.8,69,18.0,61.0,9.959,3.44,0.78,10.3,6
6.9,0.55,0.15,2.2,76,19.0,40.0,9.961,3.41,0.59,10.1,5
8.6,0.49,0.28,1.9,0.11,20.0,136.0,9.972,2.93,1.95,9.9,6
7.7,0.49,0.26,1.9,62,9.0,31.0,9.966,3.39,0.64,9.6,5
9.3,0.39,0.44,2.1,107,34.0,125.0,9.978,3.14,1.22,9.5,5
7.0,0.62,0.08,1.8,76,8.0,24.0,9.978,3.48,0.53,9.0,5
7.9,0.52,0.26,1.9,79,42.0,140.0,9.964,3.23,0.54,9.5,5
8.6,0.49,0.28,1.9,0.11,20.0,136.0,9.972,2.93,1.95,9.9,6
8.6,0.49,0.29,2.0,0.11,19.0,133.0,9.972,2.93,1.98,9.8,5
7.7,0.49,0.26,1.9,62,9.0,31.0,9.966,3.39,0.64,9.6,5
5.0,01.02,0.04,1.4,45,41.0,85.0,9.938,3.75,0.48,10.5,4
4.7,0.6,0.17,2.3,58,17.0,106.0,9.932,3.85,0.6,12.9,6
6.8,775,0.0,3.0,102,8.0,23.0,9.965,3.45,0.56,10.7,5
7.0,0.5,0.25,2.0,0.07,3.0,22.0,9.963,3.25,0.63,9.2,5
7.6,0.9,0.06,2.5,79,5.0,10.0,9.967,3.39,0.56,9.8,5
8.1,545,0.18,1.9,0.08,13.0,35.0,9.972,3.3,0.59,9.0,6
8.3,0.61,0.3,2.1,84,11.0,50.0,9.972,3.4,0.61,10.2,6
7.8,0.5,0.3,1.9,75,8.0,22.0,9.959,3.31,0.56,10.4,6
8.1,545,0.18,1.9,0.08,13.0,35.0,9.972,3.3,0.59,9.0,6
8.1,575,0.22,2.1,77,12.0,65.0,9.967,3.29,0.51,9.2,5
7.2,0.49,0.24,2.2,0.07,5.0,36.0,996,3.33,0.48,9.4,5
8.1,575,0.22,2.1,77,12.0,65.0,9.967,3.29,0.51,9.2,5
7.8,0.41,0.68,1.7,467,18.0,69.0,9.973,03.08,1.31,9.3,5
6.2,0.63,0.31,1.7,8.800.000.000.000.000,15.0,64.0,9.969,3.46,0.79,9.3,5
8.0,0.33,0.53,2.5,91,18.0,80.0,9.976,3.37,0.8,9.6,6
8.1,785,0.52,2.0,122,37.0,153.0,9.969,3.21,0.69,9.3,5
7.8,0.56,0.19,1.8,104,12.0,47.0,9.964,3.19,0.93,9.5,5
8.4,0.62,0.09,2.2,84,11.0,108.0,9.964,3.15,0.66,9.8,5
8.4,0.6,0.1,2.2,85,14.0,111.0,9.964,3.15,0.66,9.8,5
10.1,0.31,0.44,2.3,0.08,22.0,46.0,9.988,3.32,0.67,9.7,6
7.8,0.56,0.19,1.8,104,12.0,47.0,9.964,3.19,0.93,9.5,5
9.4,0.4,0.31,2.2,0.09,13.0,62.0,9.966,03.07,0.63,10.5,6
8.3,0.54,0.28,1.9,77,11.0,40.0,9.978,3.39,0.61,10.0,6
7.8,0.56,0.12,2.0,8.199.999.999.999.990,7.0,28.0,997,3.37,0.5,9.4,6
8.8,0.55,0.04,2.2,119,14.0,56.0,9.962,3.21,0.6,10.9,6
7.0,0.69,0.08,1.8,97,22.0,89.0,9.959,3.34,0.54,9.2,6
7.3,01.07,0.09,1.7,17.800.000.000.000.000,10.0,89.0,9.962,3.3,0.57,9.0,5
8.8,0.55,0.04,2.2,119,14.0,56.0,9.962,3.21,0.6,10.9,6
7.3,695,0.0,2.5,75,3.0,13.0,998,3.49,0.52,9.2,5
8.0,0.71,0.0,2.6,0.08,11.0,34.0,9.976,3.44,0.53,9.5,5
7.8,0.5,0.17,1.6,8.199.999.999.999.990,21.0,102.0,996,3.39,0.48,9.5,5
9.0,0.62,0.04,1.9,146,27.0,90.0,9.984,3.16,0.7,9.4,5
8.2,1.33,0.0,1.7,81,3.0,12.0,9.964,3.53,0.49,10.9,5
8.1,1.33,0.0,1.8,8.199.999.999.999.990,3.0,12.0,9.964,3.54,0.48,10.9,5
8.0,0.59,0.16,1.8,65,3.0,16.0,9.962,3.42,0.92,10.5,7
6.1,0.38,0.15,1.8,7.200.000.000.000.000,6.0,19.0,9.955,3.42,0.57,9.4,5
8.0,745,0.56,2.0,118,30.0,134.0,9.968,3.24,0.66,9.4,5
5.6,0.5,0.09,2.3,49,17.0,99.0,9.937,3.63,0.63,13.0,5
5.6,0.5,0.09,2.3,49,17.0,99.0,9.937,3.63,0.63,13.0,5
6.6,0.5,0.01,1.5,0.06,17.0,26.0,9.952,3.4,0.58,9.8,6
7.9,01.04,0.05,2.2,84,13.0,29.0,9.959,3.22,0.55,9.9,6
8.4,745,0.11,1.9,0.09,16.0,63.0,9.965,3.19,0.82,9.6,5
8.3,715,0.15,1.8,8.900.000.000.000.000,10.0,52.0,9.968,3.23,0.77,9.5,5
7.2,415,0.36,2.0,81,13.0,45.0,9.972,3.48,0.64,9.2,5
7.8,0.56,0.19,2.1,81,15.0,105.0,9.962,3.33,0.54,9.5,5
7.8,0.56,0.19,2.0,81,17.0,108.0,9.962,3.32,0.54,9.5,5
8.4,745,0.11,1.9,0.09,16.0,63.0,9.965,3.19,0.82,9.6,5
8.3,715,0.15,1.8,8.900.000.000.000.000,10.0,52.0,9.968,3.23,0.77,9.5,5
5.2,0.34,0.0,1.8,0.05,27.0,63.0,9.916,3.68,0.79,14.0,6
6.3,0.39,0.08,1.7,66,3.0,20.0,9.954,3.34,0.58,9.4,5
5.2,0.34,0.0,1.8,0.05,27.0,63.0,9.916,3.68,0.79,14.0,6
8.1,0.67,0.55,1.8,117,32.0,141.0,9.968,3.17,0.62,9.4,5
5.8,0.68,0.02,1.8,87,21.0,94.0,9.944,3.54,0.52,10.0,5
7.6,0.49,0.26,1.6,236,10.0,88.0,9.968,3.11,0.8,9.3,5
6.9,0.49,0.1,2.3,7.400.000.000.000.000,12.0,30.0,9.959,3.42,0.58,10.2,6
8.2,0.4,0.44,2.8,8.900.000.000.000.000,11.0,43.0,9.975,3.53,0.61,10.5,6
7.3,0.33,0.47,2.1,77,5.0,11.0,9.958,3.33,0.53,10.3,6
9.2,0.52,1.0,3.4,0.61,32.0,69.0,9.996,2.74,2.0,9.4,4
7.5,0.6,0.03,1.8,95,25.0,99.0,995,3.35,0.54,10.1,5
7.5,0.6,0.03,1.8,95,25.0,99.0,995,3.35,0.54,10.1,5
7.1,0.43,0.42,5.5,0.07,29.0,129.0,9.973,3.42,0.72,10.5,5
7.1,0.43,0.42,5.5,71,28.0,128.0,9.973,3.42,0.71,10.5,5
7.1,0.43,0.42,5.5,0.07,29.0,129.0,9.973,3.42,0.72,10.5,5
7.1,0.43,0.42,5.5,71,28.0,128.0,9.973,3.42,0.71,10.5,5
7.1,0.68,0.0,2.2,73,12.0,22.0,9.969,3.48,0.5,9.3,5
6.8,0.6,0.18,1.9,79,18.0,86.0,9.968,3.59,0.57,9.3,6
7.6,0.95,0.03,2.0,0.09,7.0,20.0,9.959,3.2,0.56,9.6,5
7.6,0.68,0.02,1.3,7.200.000.000.000.000,9.0,20.0,9.965,3.17,01.08,9.2,4
7.8,0.53,0.04,1.7,76,17.0,31.0,9.964,3.33,0.56,10.0,6
7.4,0.6,0.26,7.3,0.07,36.0,121.0,9.982,3.37,0.49,9.4,5
7.3,0.59,0.26,7.2,0.07,35.0,121.0,9.981,3.37,0.49,9.4,5
7.8,0.63,0.48,1.7,0.1,14.0,96.0,9.961,3.19,0.62,9.5,5
6.8,0.64,0.1,2.1,85,18.0,101.0,9.956,3.34,0.52,10.2,5
7.3,0.55,0.03,1.6,7.200.000.000.000.000,17.0,42.0,9.956,3.37,0.48,9.0,4
6.8,0.63,0.07,2.1,8.900.000.000.000.000,11.0,44.0,9.953,3.47,0.55,10.4,6
7.5,705,0.24,1.8,0.36,15.0,63.0,9.964,3.0,1.59,9.5,5
7.9,885,0.03,1.8,58,4.0,8.0,9.972,3.36,0.33,9.1,4
8.0,0.42,0.17,2.0,73,6.0,18.0,9.972,3.29,0.61,9.2,6
8.0,0.42,0.17,2.0,73,6.0,18.0,9.972,3.29,0.61,9.2,6
7.4,0.62,0.05,1.9,68,24.0,42.0,9.961,3.42,0.57,11.5,6
7.3,0.38,0.21,2.0,0.08,7.0,35.0,9.961,3.33,0.47,9.5,5
6.9,0.5,0.04,1.5,85,19.0,49.0,9.958,3.35,0.78,9.5,5
7.3,0.38,0.21,2.0,0.08,7.0,35.0,9.961,3.33,0.47,9.5,5
7.5,0.52,0.42,2.3,87,8.0,38.0,9.972,3.58,0.61,10.5,6
7.0,805,0.0,2.5,68,7.0,20.0,9.969,3.48,0.56,9.6,5
8.8,0.61,0.14,2.4,67,10.0,42.0,9.969,3.19,0.59,9.5,5
8.8,0.61,0.14,2.4,67,10.0,42.0,9.969,3.19,0.59,9.5,5
8.9,0.61,0.49,2.0,0.27,23.0,110.0,9.972,3.12,01.02,9.3,5
7.2,0.73,0.02,2.5,76,16.0,42.0,9.972,3.44,0.52,9.3,5
6.8,0.61,0.2,1.8,77,11.0,65.0,9.971,3.54,0.58,9.3,5
6.7,0.62,0.21,1.9,79,8.0,62.0,997,3.52,0.58,9.3,6
8.9,0.31,0.57,2.0,111,26.0,85.0,9.971,3.26,0.53,9.7,5
7.4,0.39,0.48,2.0,8.199.999.999.999.990,14.0,67.0,9.972,3.34,0.55,9.2,5
7.7,705,0.1,2.6,84,9.0,26.0,9.976,3.39,0.49,9.7,5
7.9,0.5,0.33,2.0,84,15.0,143.0,9.968,3.2,0.55,9.5,5
7.9,0.49,0.32,1.9,8.199.999.999.999.990,17.0,144.0,9.968,3.2,0.55,9.5,5
8.2,0.5,0.35,2.9,77,21.0,127.0,9.976,3.23,0.62,9.4,5
6.4,0.37,0.25,1.9,7.400.000.000.000.000,21.0,49.0,9.974,3.57,0.62,9.8,6
6.8,0.63,0.12,3.8,99,16.0,126.0,9.969,3.28,0.61,9.5,5
7.6,0.55,0.21,2.2,71,7.0,28.0,9.964,3.28,0.55,9.7,5
7.6,0.55,0.21,2.2,71,7.0,28.0,9.964,3.28,0.55,9.7,5
7.8,0.59,0.33,2.0,7.400.000.000.000.000,24.0,120.0,9.968,3.25,0.54,9.4,5
7.3,0.58,0.3,2.4,7.400.000.000.000.000,15.0,55.0,9.968,3.46,0.59,10.2,5
11.5,0.3,0.6,2.0,67,12.0,27.0,9.981,3.11,0.97,10.1,6
5.4,835,0.08,1.2,46,13.0,93.0,9.924,3.57,0.85,13.0,7
6.9,01.09,0.06,2.1,61,12.0,31.0,9.948,3.51,0.43,11.4,4
9.6,0.32,0.47,1.4,56,9.0,24.0,99.695,3.22,0.82,10.3,7
8.8,0.37,0.48,2.1,97,39.0,145.0,9.975,03.04,01.03,9.3,5
6.8,0.5,0.11,1.5,75,16.0,49.0,99.545,3.36,0.79,9.5,5
7.0,0.42,0.35,1.6,8.800.000.000.000.000,16.0,39.0,9.961,3.34,0.55,9.2,5
7.0,0.43,0.36,1.6,8.900.000.000.000.000,14.0,37.0,99.615,3.34,0.56,9.2,6
12.8,0.3,0.74,2.6,95,9.0,28.0,9.994,3.2,0.77,10.8,7
12.8,0.3,0.74,2.6,95,9.0,28.0,9.994,3.2,0.77,10.8,7
7.8,0.57,0.31,1.8,69,26.0,120.0,99.625,3.29,0.53,9.3,5
7.8,0.44,0.28,2.7,0.1,18.0,95.0,9.966,3.22,0.67,9.4,5
11.0,0.3,0.58,2.1,54.000.000.000.000.000,7.0,19.0,998,3.31,0.88,10.5,7
9.7,0.53,0.6,2.0,39,5.0,19.0,99.585,3.3,0.86,12.4,6
8.0,725,0.24,2.8,83,10.0,62.0,99.685,3.35,0.56,10.0,6
11.6,0.44,0.64,2.1,59,5.0,15.0,998,3.21,0.67,10.2,6
8.2,0.57,0.26,2.2,0.06,28.0,65.0,9.959,3.3,0.43,10.1,5
7.8,735,0.08,2.4,92,10.0,41.0,9.974,3.24,0.71,9.8,6
7.0,0.49,0.49,5.6,0.06,26.0,121.0,9.974,3.34,0.76,10.5,5
8.7,625,0.16,2.0,101,13.0,49.0,9.962,3.14,0.57,11.0,5
8.1,725,0.22,2.2,7.200.000.000.000.000,11.0,41.0,9.967,3.36,0.55,9.1,5
7.5,0.49,0.19,1.9,76,10.0,44.0,9.957,3.39,0.54,9.7,5
7.8,0.53,0.33,2.4,0.08,24.0,144.0,99.655,3.3,0.6,9.5,5
7.8,0.34,0.37,2.0,8.199.999.999.999.990,24.0,58.0,9.964,3.34,0.59,9.4,6
7.4,0.53,0.26,2.0,101,16.0,72.0,9.957,3.15,0.57,9.4,5
6.8,0.61,0.04,1.5,57,5.0,10.0,99.525,3.42,0.6,9.5,5
8.6,645,0.25,2.0,83,8.0,28.0,99.815,3.28,0.6,10.0,6
8.4,635,0.36,2.0,8.900.000.000.000.000,15.0,55.0,99.745,3.31,0.57,10.4,4
7.7,0.43,0.25,2.6,73,29.0,63.0,99.615,3.37,0.58,10.5,6
8.9,0.59,0.5,2.0,337,27.0,81.0,9.964,03.04,1.61,9.5,6
9.0,0.82,0.14,2.6,8.900.000.000.000.000,9.0,23.0,9.984,3.39,0.63,9.8,5
7.7,0.43,0.25,2.6,73,29.0,63.0,99.615,3.37,0.58,10.5,6
6.9,0.52,0.25,2.6,81,10.0,37.0,99.685,3.46,0.5,11.0,5
5.2,0.48,0.04,1.6,54.000.000.000.000.000,19.0,106.0,9.927,3.54,0.62,12.2,7
8.0,0.38,0.06,1.8,78,12.0,49.0,99.625,3.37,0.52,9.9,6
8.5,0.37,0.2,2.8,0.09,18.0,58.0,998,3.34,0.7,9.6,6
6.9,0.52,0.25,2.6,81,10.0,37.0,99.685,3.46,0.5,11.0,5
8.2,1.0,0.09,2.3,65,7.0,37.0,99.685,3.32,0.55,9.0,6
7.2,0.63,0.0,1.9,97,14.0,38.0,99.675,3.37,0.58,9.0,6
7.2,0.63,0.0,1.9,97,14.0,38.0,99.675,3.37,0.58,9.0,6
7.2,645,0.0,1.9,97,15.0,39.0,99.675,3.37,0.58,9.2,6
7.2,0.63,0.0,1.9,97,14.0,38.0,99.675,3.37,0.58,9.0,6
8.2,1.0,0.09,2.3,65,7.0,37.0,99.685,3.32,0.55,9.0,6
8.9,635,0.37,1.7,263,5.0,62.0,9.971,3.0,01.09,9.3,5
12.0,0.38,0.56,2.1,93,6.0,24.0,99.925,3.14,0.71,10.9,6
7.7,0.58,0.1,1.8,102,28.0,109.0,99.565,03.08,0.49,9.8,6
15.0,0.21,0.44,2.2,75,10.0,24.0,100.005,03.07,0.84,9.2,7
15.0,0.21,0.44,2.2,75,10.0,24.0,100.005,03.07,0.84,9.2,7
7.3,0.66,0.0,2.0,84,6.0,23.0,9.983,3.61,0.96,9.9,6
7.1,0.68,0.07,1.9,75,16.0,51.0,99.685,3.38,0.52,9.5,5
8.2,0.6,0.17,2.3,7.200.000.000.000.000,11.0,73.0,9.963,3.2,0.45,9.3,5
7.7,0.53,0.06,1.7,7.400.000.000.000.000,9.0,39.0,99.615,3.35,0.48,9.8,6
7.3,0.66,0.0,2.0,84,6.0,23.0,9.983,3.61,0.96,9.9,6
10.8,0.32,0.44,1.6,63,16.0,37.0,9.985,3.22,0.78,10.0,6
7.1,0.6,0.0,1.8,7.400.000.000.000.000,16.0,34.0,9.972,3.47,0.7,9.9,6
11.1,0.35,0.48,3.1,0.09,5.0,21.0,9.986,3.17,0.53,10.5,5
7.7,775,0.42,1.9,92,8.0,86.0,9.959,3.23,0.59,9.5,5
7.1,0.6,0.0,1.8,7.400.000.000.000.000,16.0,34.0,9.972,3.47,0.7,9.9,6
8.0,0.57,0.23,3.2,73,17.0,119.0,99.675,3.26,0.57,9.3,5
9.4,0.34,0.37,2.2,75,5.0,13.0,998,3.22,0.62,9.2,5
6.6,695,0.0,2.1,75,12.0,56.0,9.968,3.49,0.67,9.2,5
7.7,0.41,0.76,1.8,611,8.0,45.0,9.968,03.06,1.26,9.4,5
10.0,0.31,0.47,2.6,85,14.0,33.0,99.965,3.36,0.8,10.5,7
7.9,0.33,0.23,1.7,77,18.0,45.0,99.625,3.29,0.65,9.3,5
7.0,975,0.04,2.0,87,12.0,67.0,99.565,3.35,0.6,9.4,4
8.0,0.52,0.03,1.7,0.07,10.0,35.0,99.575,3.34,0.57,10.0,5
7.9,0.37,0.23,1.8,77,23.0,49.0,9.963,3.28,0.67,9.3,5
12.5,0.56,0.49,2.4,64,5.0,27.0,9.999,03.08,0.87,10.9,5
11.8,0.26,0.52,1.8,71,6.0,10.0,9.968,3.2,0.72,10.2,7
8.1,0.87,0.0,3.3,96,26.0,61.0,100.025,3.6,0.72,9.8,4
7.9,0.35,0.46,3.6,78,15.0,37.0,9.973,3.35,0.86,12.8,8
6.9,0.54,0.04,3.0,77,7.0,27.0,9.987,3.69,0.91,9.4,6
11.5,0.18,0.51,4.0,104,4.0,23.0,9.996,3.28,0.97,10.1,6
7.9,545,0.06,4.0,87,27.0,61.0,9.965,3.36,0.67,10.7,6
11.5,0.18,0.51,4.0,104,4.0,23.0,9.996,3.28,0.97,10.1,6
10.9,0.37,0.58,4.0,71,17.0,65.0,99.935,3.22,0.78,10.1,5
8.4,715,0.2,2.4,76,10.0,38.0,99.735,3.31,0.64,9.4,5
7.5,0.65,0.18,7.0,8.800.000.000.000.000,27.0,94.0,99.915,3.38,0.77,9.4,5
7.9,545,0.06,4.0,87,27.0,61.0,9.965,3.36,0.67,10.7,6
6.9,0.54,0.04,3.0,77,7.0,27.0,9.987,3.69,0.91,9.4,6
11.5,0.18,0.51,4.0,104,4.0,23.0,9.996,3.28,0.97,10.1,6
10.3,0.32,0.45,6.4,73,5.0,13.0,9.976,3.23,0.82,12.6,8
8.9,0.4,0.32,5.6,87,10.0,47.0,9.991,3.38,0.77,10.5,7
11.4,0.26,0.44,3.6,71,6.0,19.0,9.986,3.12,0.82,9.3,6
7.7,0.27,0.68,3.5,358,5.0,10.0,9.972,3.25,01.08,9.9,7
7.6,0.52,0.12,3.0,67,12.0,53.0,9.971,3.36,0.57,9.1,5
8.9,0.4,0.32,5.6,87,10.0,47.0,9.991,3.38,0.77,10.5,7
9.9,0.59,0.07,3.4,102,32.0,71.0,100.015,3.31,0.71,9.8,5
9.9,0.59,0.07,3.4,102,32.0,71.0,100.015,3.31,0.71,9.8,5
12.0,0.45,0.55,2.0,73,25.0,49.0,9.997,3.1,0.76,10.3,6
7.5,0.4,0.12,3.0,92,29.0,53.0,9.967,3.37,0.7,10.3,6
8.7,0.52,0.09,2.5,91,20.0,49.0,9.976,3.34,0.86,10.6,7
11.6,0.42,0.53,3.3,105,33.0,98.0,1.001,3.2,0.95,9.2,5
8.7,0.52,0.09,2.5,91,20.0,49.0,9.976,3.34,0.86,10.6,7
11.0,0.2,0.48,2.0,343,6.0,18.0,9.979,3.3,0.71,10.5,5
10.4,0.55,0.23,2.7,91,18.0,48.0,9.994,3.22,0.64,10.3,6
6.9,0.36,0.25,2.4,98,5.0,16.0,9.964,3.41,0.6,10.1,6
13.3,0.34,0.52,3.2,94,17.0,53.0,1.2014,03.05,0.81,9.5,6
10.8,0.5,0.46,2.5,73,5.0,27.0,1.2001,03.05,0.64,9.5,5
10.6,0.83,0.37,2.6,86,26.0,70.0,9.981,3.16,0.52,9.9,5
7.1,0.63,0.06,2.0,83,8.0,29.0,99.855,3.67,0.73,9.6,5
7.2,0.65,0.02,2.3,94,5.0,31.0,9.993,3.67,0.8,9.7,5
6.9,0.67,0.06,2.1,0.08,8.0,33.0,99.845,3.68,0.71,9.6,5
7.5,0.53,0.06,2.6,86,20.0,44.0,9.965,3.38,0.59,10.7,6
11.1,0.18,0.48,1.5,68,7.0,15.0,9.973,3.22,0.64,10.1,6
8.3,705,0.12,2.6,92,12.0,28.0,9.994,3.51,0.72,10.0,5
7.4,0.67,0.12,1.6,18.600.000.000.000.000,5.0,21.0,996,3.39,0.54,9.5,5
8.4,0.65,0.6,2.1,112,12.0,90.0,9.973,3.2,0.52,9.2,5
10.3,0.53,0.48,2.5,63,6.0,25.0,9.998,3.12,0.59,9.3,6
7.6,0.62,0.32,2.2,8.199.999.999.999.990,7.0,54.0,9.966,3.36,0.52,9.4,5
10.3,0.41,0.42,2.4,213,6.0,14.0,9.994,3.19,0.62,9.5,6
